id,name,lat,lon,verdict,reason
overture:Condomi'nio San Martin:-22.92382:-43.36064,Condomi'nio San Martin,-22.92382049560547,-43.36064147949219,REJECT,condo development
overture:Condomi'nio Sesquicentenario:-22.82299:-43.30891,Condomi'nio Sesquicentenario,-22.82299041748047,-43.30890655517578,REJECT,residential condominium
overture:Condomi'nio Village dos Oitis:-22.99142:-43.48050,Condomi'nio Village dos Oitis,-22.99142265319824,-43.48050308227539,REJECT,residential condominium
overture:Condomi'nio Vivendas das Cotovias:-22.88468:-43.62766,Condomi'nio Vivendas das Cotovias,-22.88468360900879,-43.62765884399414,REJECT,residential condominium
overture:Condomi'nio Vivendas das Oliveiras:-22.91161:-43.58199,Condomi'nio Vivendas das Oliveiras,-22.91160774230957,-43.58198547363281,REJECT,residential condominium
overture:Condomi'nio do Edifi'cio Inconfide ncia:-22.90082:-43.12528,Condomi'nio do Edifi'cio Inconfide ncia,-22.900821685791016,-43.125282287597656,REJECT,residential condominium building
overture:Condomi'nio do Edifi'cio Michelangelo:-22.90631:-43.11307,Condomi'nio do Edifi'cio Michelangelo,-22.90631103515625,-43.113067626953125,REJECT,residential condominium building
overture:Condomini:-22.92605:-43.55169,Condomini,-22.926050186157227,-43.55168533325195,REJECT,generic garbled condo name
overture:Condominium Art Life:-23.01734:-43.49263,Condominium Art Life,-23.01734161376953,-43.49263000488281,REJECT,condo branding
overture:Condominium Fazenda Passaredo:-22.92172:-43.41338,Condominium Fazenda Passaredo,-22.92171859741211,-43.41337585449219,REJECT,condo branding
overture:Condominium GREEN LIVING:-22.75077:-43.69167,Condominium GREEN LIVING,-22.75077247619629,-43.69166946411133,REJECT,condo branding
overture:Condominium Garden of Acacias:-22.93531:-43.55738,Condominium Garden of Acacias,-22.935312271118164,-43.557376861572266,REJECT,condo branding
overture:Condominium Garden of Ipe:-22.86373:-43.26916,Condominium Garden of Ipe,-22.86372947692871,-43.269161224365234,REJECT,condo branding
overture:Condominium Park Renovare:-22.87901:-43.55041,Condominium Park Renovare,-22.879005432128903,-43.550411224365234,REJECT,condo branding
overture:Condominium Park Silvestre:-22.87139:-43.54833,Condominium Park Silvestre,-22.87138938903809,-43.54833221435547,REJECT,condo branding
overture:Condominium Quinta da Lagoa:-22.97757:-43.19823,Condominium Quinta da Lagoa,-22.97757339477539,-43.1982307434082,REJECT,condo branding
overture:Condominium Via Bella:-22.98779:-43.35729,Condominium Via Bella,-22.987791061401367,-43.3572883605957,REJECT,condo branding
overture:Condominium Via Corcovado:-22.88404:-43.31456,Condominium Via Corcovado,-22.884037017822266,-43.31455993652344,REJECT,condo branding
overture:Condominium Village of Ipês:-22.83326:-43.71311,Condominium Village of Ipês,-22.833261489868164,-43.71310806274414,REJECT,condo branding
overture:Condominium Villagio Del Mare:-23.02753:-43.47614,Condominium Villagio Del Mare,-23.02753448486328,-43.47614288330078,REJECT,condo branding
overture:Condominium park of Hortências:-22.91396:-43.54824,Condominium park of Hortências,-22.91396141052246,-43.54823684692383,REJECT,condo branding
overture:Condomino delos:-22.90752:-43.69513,Condomino delos,-22.90752410888672,-43.69513320922852,REJECT,condo branding
overture:Condomíno La Plage:-23.03106:-43.48023,Condomíno La Plage,-23.031055450439453,-43.48023223876953,REJECT,condo branding
overture:Conflorvegan:-22.91920:-43.25758,Conflorvegan,-22.9192008972168,-43.25758361816406,REJECT,business name
overture:Conjunto 61:-22.89444:-43.71582,Conjunto 61,-22.894437789916992,-43.715816497802734,REJECT,housing complex
overture:Conjunto Boa Esperança:-22.81331:-43.59085,Conjunto Boa Esperança,-22.813308715820312,-43.59084701538086,REJECT,housing complex
overture:Conjunto Cesarão - Santa Cruz:-22.93544:-43.66528,Conjunto Cesarão - Santa Cruz,-22.93544006347656,-43.66527557373047,REJECT,housing complex
overture:Conjunto Cesarão Sitio:-22.93355:-43.65120,Conjunto Cesarão Sitio,-22.933549880981445,-43.65120315551758,REJECT,housing complex
overture:Conjunto Coronel Vieira:-22.84889:-43.31990,Conjunto Coronel Vieira,-22.8488883972168,-43.31989669799805,REJECT,housing complex
overture:Conjunto César maia:-22.98977:-43.43174,Conjunto César maia,-22.98977279663086,-43.43174362182617,REJECT,housing complex
overture:Conjunto Da Pmerj Olaria Rj:-22.85065:-43.27509,Conjunto Da Pmerj Olaria Rj,-22.85065078735352,-43.27508544921875,REJECT,public housing complex
overture:Conjunto Do Desipe - Bangu:-22.84587:-43.48559,Conjunto Do Desipe - Bangu,-22.845867156982425,-43.48559188842773,REJECT,housing complex
overture:Conjunto Dom Bosco:-22.80375:-43.58640,Conjunto Dom Bosco,-22.80375289916992,-43.586402893066406,REJECT,housing complex
overture:Conjunto Dos Ferroviários Dr. Roberto Silveira:-22.78733:-43.31690,Conjunto Dos Ferroviários Dr. Roberto Silveira,-22.787330627441406,-43.31689834594727,REJECT,housing complex
overture:Conjunto Guandu 2:-22.90461:-43.70819,Conjunto Guandu 2,-22.90460777282715,-43.70819091796875,REJECT,housing complex
overture:Conjunto Habitacional Prefeito Sá lessa:-22.82518:-43.35615,Conjunto Habitacional Prefeito Sá lessa,-22.825178146362305,-43.35614776611328,REJECT,public housing complex
overture:Conjunto Habitacional Presidente Getúlio Vargas:-22.84952:-43.38079,Conjunto Habitacional Presidente Getúlio Vargas,-22.849519729614254,-43.38079071044922,REJECT,public housing complex
overture:Conjunto Habitacional São Sebastião:-22.94440:-43.34204,Conjunto Habitacional São Sebastião,-22.94440078735352,-43.34203720092773,REJECT,public housing complex
overture:Conjunto Liberdade:-22.90132:-43.70949,Conjunto Liberdade,-22.901315689086918,-43.70948791503906,REJECT,housing complex
overture:Conjunto Ubaldo de Oliveira:-22.86313:-43.47188,Conjunto Ubaldo de Oliveira,-22.863134384155277,-43.47187805175781,REJECT,housing complex
overture:Conjunto da Joaquim Ribeiro:-22.87773:-43.28617,Conjunto da Joaquim Ribeiro,-22.877729415893555,-43.28617477416992,REJECT,housing complex
overture:Conjunto da Marinha:-22.81360:-43.37735,Conjunto da Marinha,-22.8136043548584,-43.37734603881836,REJECT,housing complex
overture:Conjunto dos Ferroviários:-22.88633:-43.29327,Conjunto dos Ferroviários,-22.886329650878903,-43.293270111083984,REJECT,housing complex
overture:Conjunto dos Mouras:-22.93706:-43.63309,Conjunto dos Mouras,-22.937055587768555,-43.633087158203125,REJECT,housing complex
overture:Conjunto nova sepetiba:-22.95987:-43.68554,Conjunto nova sepetiba,-22.959871292114254,-43.685543060302734,REJECT,housing complex
overture:Connect Icarai:-22.90758:-43.10274,Connect Icarai,-22.907581329345703,-43.10273742675781,REJECT,business/coworking branding
overture:Connect Life Work Trade:-22.91822:-43.37913,Connect Life Work Trade,-22.9182243347168,-43.379127502441406,REJECT,business branding
overture:Conquista Campo Grande:-22.87262:-43.52630,Conquista Campo Grande,-22.87262344360352,-43.52630233764648,REJECT,real-estate development branding
overture:Conquista Jardim Guadalupe:-22.84443:-43.37486,Conquista Jardim Guadalupe,-22.84442901611328,-43.37486267089844,REJECT,real-estate development branding
overture:Conquista Mendanha:-22.86825:-43.55198,Conquista Mendanha,-22.86824607849121,-43.55197525024414,REJECT,real-estate development branding
overture:Consultor Imobiliário Jorge Rondão:-22.86742:-43.55332,Consultor Imobiliário Jorge Rondão,-22.867420196533203,-43.553321838378906,REJECT,real-estate agent business
overture:Contemporâneo Design Resort:-22.94751:-43.56160,Contemporâneo Design Resort,-22.947513580322266,-43.56160354614258,REJECT,resort/business branding
overture:Copa do Rei:-22.85650:-43.35308,Copa do Rei,-22.85650062561035,-43.35307693481445,UNCERTAIN,unclear business or place name
overture:Copacabana Bela Vista:-22.96395:-43.17255,Copacabana Bela Vista,-22.96395301818848,-43.172550201416016,REJECT,residential building branding
overture:Coqueirinho:-22.77786:-43.32941,Coqueirinho,-22.77786445617676,-43.32940673828125,UNCERTAIN,possibly bare locality name
overture:Coqueirão:-22.98709:-43.20627,Coqueirão,-22.987085342407227,-43.20627212524414,UNCERTAIN,possibly bare locality name
overture:Coreto de Sepetiba Rj:-22.97089:-43.70963,Coreto de Sepetiba Rj,-22.97089385986328,-43.70962905883789,KEEP,historic bandstand structure
overture:Corporate Tijuca:-22.92161:-43.23470,Corporate Tijuca,-22.921607971191406,-43.23469543457031,REJECT,office building branding
overture:Cosmos City:-22.91693:-43.61456,Cosmos City,-22.916927337646484,-43.614559173583984,REJECT,real-estate development branding
overture:Costa Blanca:-23.00634:-43.32664,Costa Blanca,-23.00633811950684,-43.326637268066406,REJECT,condo/real-estate branding
overture:Costa Del Sol:-23.01028:-43.33267,Costa Del Sol,-23.01028251647949,-43.33267211914063,REJECT,condo/real-estate branding
overture:Costa do Atlântico:-22.98664:-43.19786,Costa do Atlântico,-22.98663711547852,-43.19785690307617,REJECT,condo/real-estate branding
overture:Costão do Grumari:-23.05495:-43.53920,Costão do Grumari,-23.054950714111328,-43.53920364379883,KEEP,named coastal geographic feature
overture:Covanca:-22.91579:-43.34472,Covanca,-22.915786743164062,-43.3447151184082,UNCERTAIN,possibly bare locality name
overture:Cozinha da Nutri Daiana Queiroz:-22.87103:-43.76700,Cozinha da Nutri Daiana Queiroz,-22.871034622192383,-43.766998291015625,REJECT,nutritionist business
overture:Cremtei:-22.82406:-43.32884,Cremtei,-22.82406044006348,-43.32884216308594,REJECT,business/service acronym
overture:Cruzada de são Sebastião:-22.98184:-43.21619,Cruzada de são Sebastião,-22.981840133666992,-43.216190338134766,KEEP,notable historic housing/urbanization landmark
overture:Cruzeiro do Sul (Mesquita):-22.77855:-43.42863,Cruzeiro do Sul (Mesquita),-22.778553009033203,-43.42862701416016,UNCERTAIN,possibly cross monument or locality name
overture:Cukrová homole (hora):-22.94861:-43.15722,Cukrová homole (hora),-22.9486141204834,-43.157222747802734,REJECT,foreign-language Wikidata label artifact
overture:Cupim City .:-22.75340:-43.46259,Cupim City .,-22.753400802612305,-43.462589263916016,REJECT,garbled business name
overture:Cury Nova Iguaçu:-22.76107:-43.41965,Cury Nova Iguaçu,-22.761070251464844,-43.41964721679688,REJECT,real-estate developer branding
overture:Cury Ramos:-22.86150:-43.25511,Cury Ramos,-22.861495971679688,-43.25511169433594,REJECT,real-estate developer branding
overture:D&A Areia de Quartzo:-22.91368:-43.54753,D&A Areia de Quartzo,-22.913684844970703,-43.54753112792969,UNCERTAIN,"unmatched in classification pass, defaulted prudently"
overture:DNA HOMER:-22.90721:-43.56602,DNA HOMER,-22.90721321105957,-43.56602096557617,REJECT,business branding
overture:Da Prata:-22.76113:-43.41917,Da Prata,-22.761125564575195,-43.419166564941406,UNCERTAIN,"fragment, unclear referent"
overture:Deck Aterro Flamengo:-22.93574:-43.17002,Deck Aterro Flamengo,-22.935739517211918,-43.17002487182617,KEEP,public deck landmark in Parque do Flamengo
overture:Del Bosco:-22.94149:-43.33828,Del Bosco,-22.941490173339844,-43.33827590942383,REJECT,condo/real-estate branding
overture:Dez Rocha Miranda:-22.85136:-43.34531,Dez Rocha Miranda,-22.851364135742188,-43.345314025878906,REJECT,real-estate development branding
overture:Dez Zona Norte:-22.82970:-43.32247,Dez Zona Norte,-22.82969856262207,-43.32246780395508,REJECT,real-estate development branding
overture:Disegno Casas Boutique:-23.00988:-43.42601,Disegno Casas Boutique,-23.009878158569336,-43.42600631713867,REJECT,real-estate business branding
overture:Drop Vertical - Escola de Surf e Kitesurf:-23.00917:-43.34249,Drop Vertical - Escola de Surf e Kitesurf,-23.009166717529297,-43.34249496459961,REJECT,surf school business
overture:Duque de Epson:-22.97351:-43.18654,Duque de Epson,-22.973512649536133,-43.18653869628906,REJECT,nonsensical/garbled text
overture:Dúvidas sobre sexo:-23.01152:-43.44580,Dúvidas sobre sexo,-23.011520385742188,-43.44580078125,REJECT,nonsensical garbled text
overture:EXATO  Estrada do Rio Grande Taquara:-22.91903:-43.39349,EXATO  Estrada do Rio Grande Taquara,-22.91903305053711,-43.39349365234375,REJECT,business plus street address
overture:East Side Méier:-22.89644:-43.28291,East Side Méier,-22.89643859863281,-43.28291320800781,REJECT,real-estate development branding
overture:Ed Argelia:-22.96858:-43.18250,Ed Argelia,-22.968582153320312,-43.182498931884766,REJECT,residential apartment building
overture:Ed Faestal:-22.87135:-43.77781,Ed Faestal,-22.87135124206543,-43.77780532836914,REJECT,residential apartment building
overture:Ed Fidalgo/ Ed Las Palmas:-22.76130:-43.45139,Ed Fidalgo/ Ed Las Palmas,-22.76130104064941,-43.45138549804688,REJECT,residential apartment building
overture:Ed Maria Quiteria:-22.97291:-43.19235,Ed Maria Quiteria,-22.97290802001953,-43.19234848022461,REJECT,residential apartment building
overture:Ed Space VII and VIII:-22.90424:-43.11837,Ed Space VII and VIII,-22.904239654541016,-43.11837387084961,REJECT,residential apartment building
overture:Ed Torre Charles Degaulle:-23.00225:-43.32795,Ed Torre Charles Degaulle,-23.00225257873535,-43.32795333862305,REJECT,residential apartment building
overture:Ed Verbenas:-22.87817:-43.36736,Ed Verbenas,-22.8781681060791,-43.36735534667969,REJECT,residential apartment building
overture:Ed. Alita:-22.89543:-43.35402,Ed. Alita,-22.89542579650879,-43.35401916503906,REJECT,residential apartment building
overture:Ed. Allegro:-22.81143:-43.19606,Ed. Allegro,-22.811431884765625,-43.19606018066406,REJECT,residential apartment building
overture:Ed. Canopus:-22.97952:-43.22046,Ed. Canopus,-22.979516983032227,-43.220462799072266,REJECT,residential apartment building
overture:Ed. Chinguar:-22.75730:-43.45961,Ed. Chinguar,-22.757295608520508,-43.4596061706543,REJECT,residential apartment building
overture:Ed. Conquest:-22.75919:-43.45875,Ed. Conquest,-22.75919342041016,-43.45874786376953,REJECT,residential apartment building
overture:Ed. Elias F. Pariz:-22.78907:-43.30747,Ed. Elias F. Pariz,-22.789066314697266,-43.30747222900391,REJECT,residential apartment building
overture:Ed. Gandhi:-22.95526:-43.17511,Ed. Gandhi,-22.95525550842285,-43.175106048583984,REJECT,residential apartment building
overture:Ed. Gois Monteiro 155:-22.95562:-43.17886,Ed. Gois Monteiro 155,-22.955623626708984,-43.17886352539063,REJECT,residential apartment building
overture:Ed. Ingá Beira Mar:-22.90349:-43.12626,Ed. Ingá Beira Mar,-22.90348625183105,-43.126258850097656,REJECT,residential apartment building
overture:Ed. Jardim das Tulipas:-22.88467:-43.36578,Ed. Jardim das Tulipas,-22.884666442871094,-43.36577987670898,REJECT,residential apartment building
overture:Ed. Jursan:-22.90972:-43.19170,Ed. Jursan,-22.90972328186035,-43.19169616699219,REJECT,residential apartment building
overture:Ed. Lucie Danon:-22.96907:-43.18673,Ed. Lucie Danon,-22.969070434570312,-43.18672943115234,REJECT,residential apartment building
overture:Ed. Luiz de Camões:-22.97126:-43.18465,Ed. Luiz de Camões,-22.97125625610352,-43.18465423583984,REJECT,residential apartment building
overture:Ed. Mar do Norte:-22.87251:-43.34244,Ed. Mar do Norte,-22.872509002685547,-43.34243774414063,REJECT,residential apartment building
overture:Ed. Marcedo VIII:-22.87910:-43.36043,Ed. Marcedo VIII,-22.87910461425781,-43.36042785644531,REJECT,residential apartment building
overture:Ed. Marcílio Dias:-22.88540:-43.12528,Ed. Marcílio Dias,-22.885400772094727,-43.12527847290039,REJECT,residential apartment building
overture:Ed. Mário Scapin:-22.75831:-43.45023,Ed. Mário Scapin,-22.75830841064453,-43.450225830078125,REJECT,residential apartment building
overture:Ed. Nicias:-22.98569:-43.19632,Ed. Nicias,-22.98568725585937,-43.196319580078125,REJECT,residential apartment building
overture:Ed. Parreiras:-22.98388:-43.19539,Ed. Parreiras,-22.98388290405273,-43.19538879394531,REJECT,residential apartment building
overture:Ed. Pasteur Palace:-22.95268:-43.17715,Ed. Pasteur Palace,-22.952682495117188,-43.17715072631836,REJECT,residential apartment building
overture:Ed. Pena Safira:-22.96736:-43.19102,Ed. Pena Safira,-22.967361450195312,-43.19102096557617,REJECT,residential apartment building
overture:Ed. Pina:-22.97090:-43.18960,Ed. Pina,-22.97090148925781,-43.18960189819336,REJECT,residential apartment building
overture:Ed. Porto Brisa V:-22.87908:-43.37101,Ed. Porto Brisa V,-22.879079818725582,-43.37100982666016,REJECT,residential apartment building
overture:Ed. Porto Seguro:-22.95192:-43.18628,Ed. Porto Seguro,-22.95191764831543,-43.186283111572266,REJECT,residential apartment building
overture:Ed. Reserva Marapendi:-23.01236:-43.44323,Ed. Reserva Marapendi,-23.012359619140625,-43.44323348999024,REJECT,residential apartment building
overture:Ed. San Diego:-22.96876:-43.18608,Ed. San Diego,-22.9687614440918,-43.18607711791992,REJECT,residential apartment building
overture:Ed. Solar Do Marques:-22.89253:-43.11347,Ed. Solar Do Marques,-22.89253044128418,-43.113468170166016,REJECT,residential apartment building
overture:Ed. Solar do Valqueire:-22.87828:-43.36953,Ed. Solar do Valqueire,-22.878278732299805,-43.36952590942383,REJECT,residential apartment building
overture:Ed. Sta Mônica:-22.87444:-43.27264,Ed. Sta Mônica,-22.874435424804688,-43.27263641357422,REJECT,residential apartment building
overture:Ed. Taquara:-22.96964:-43.18754,Ed. Taquara,-22.96964454650879,-43.187538146972656,REJECT,residential apartment building
overture:Ed. Tirante:-22.89329:-43.11963,Ed. Tirante,-22.893291473388672,-43.119625091552734,REJECT,residential apartment building
overture:Ed. Varandas do Recreio:-23.01108:-43.44865,Ed. Varandas do Recreio,-23.01108169555664,-43.44865417480469,REJECT,residential apartment building
overture:Ed. Vila Normanda:-22.97112:-43.18440,Ed. Vila Normanda,-22.971120834350582,-43.18439865112305,REJECT,residential apartment building
overture:Ed.Del Valle:-22.90982:-43.19343,Ed.Del Valle,-22.90981674194336,-43.19343185424805,REJECT,residential apartment building
overture:Edf. Chopin:-22.96770:-43.17952,Edf. Chopin,-22.967702865600582,-43.17952346801758,REJECT,residential apartment building
overture:Edf. Marrocos:-22.96850:-43.18267,Edf. Marrocos,-22.96849822998047,-43.18267440795898,REJECT,residential apartment building
overture:Edf. Vendome:-22.96911:-43.20498,Edf. Vendome,-22.96910858154297,-43.20497512817383,REJECT,residential apartment building
overture:Edficio Curupaiti:-22.89957:-43.29123,Edficio Curupaiti,-22.899566650390625,-43.29122924804688,REJECT,residential apartment building
overture:Elevato Bonsucesso:-22.86728:-43.27173,Elevato Bonsucesso,-22.86727523803711,-43.271732330322266,UNCERTAIN,"possibly overpass or building, unclear"
overture:Em Bangu:-22.87271:-43.48127,Em Bangu,-22.87270736694336,-43.48126983642578,REJECT,nonsensical generic fragment
overture:Empreendimento Del Monte Club and Houses:-22.92801:-43.33632,Empreendimento Del Monte Club and Houses,-22.92800521850586,-43.3363151550293,REJECT,real-estate development
overture:Empreendimento Rossi Libertá Resort:-22.99968:-43.41684,Empreendimento Rossi Libertá Resort,-22.999683380126957,-43.41684341430664,REJECT,real-estate development
overture:Engenho Da Rainha:-22.87232:-43.29607,Engenho Da Rainha,-22.8723201751709,-43.29606628417969,UNCERTAIN,historic sugar mill site or bare neighborhood name
overture:Enjoy:-23.01076:-43.47143,Enjoy,-23.01075553894043,-43.47143173217773,REJECT,bare generic word/business
overture:Equipe Leandro Galvão:-23.03112:-43.47206,Equipe Leandro Galvão,-23.03112030029297,-43.4720573425293,REJECT,real-estate agent team business
overture:Escada de Acesso ao Morro da Conceicao:-22.89747:-43.18117,Escada de Acesso ao Morro da Conceicao,-22.897470474243164,-43.18117141723633,KEEP,named historic stairway landmark
overture:Escadaria da Marechal Mascarenhas de Morais:-22.96413:-43.18336,Escadaria da Marechal Mascarenhas de Morais,-22.964126586914062,-43.1833610534668,KEEP,named public stairway landmark
overture:Espacio Laguna:-22.98442:-43.38487,Espacio Laguna,-22.98441696166992,-43.38486862182617,REJECT,real-estate development branding
overture:Espaço Gourmet da Família Gato:-22.77786:-43.35073,Espaço Gourmet da Família Gato,-22.77786064147949,-43.350730895996094,REJECT,personal/business name
overture:Espaço São Clemente:-22.94971:-43.18829,Espaço São Clemente,-22.94971466064453,-43.18829345703125,KEEP,"cultural/event space, plausible landmark"
overture:Especialista Imobiliário:-22.80225:-43.35767,Especialista Imobiliário,-22.8022518157959,-43.35767364501953,REJECT,real-estate agent business
overture:Espigao do Méier:-22.90310:-43.28281,Espigao do Méier,-22.90310478210449,-43.28281021118164,KEEP,notable tall building landmark nickname
overture:Esqueleto Hotel Panorama:-22.85466:-43.39014,Esqueleto Hotel Panorama,-22.854660034179688,-43.39013671875,KEEP,"notable structure/ruin, plausible landmark"
overture:Esquina com Raul Pompeia:-22.98209:-43.19227,Esquina com Raul Pompeia,-22.982086181640625,-43.19226837158203,REJECT,"street-corner reference, no distinct site"
overture:Essence Condominium:-22.97617:-43.37387,Essence Condominium,-22.976167678833008,-43.373870849609375,REJECT,condo branding
overture:Estação Flamengo:-22.93409:-43.17604,Estação Flamengo,-22.9340934753418,-43.17604064941406,UNCERTAIN,unclear if real station/site
overture:Estação Jardim de Alah:-22.99250:-43.25499,Estação Jardim de Alah,-22.99250030517578,-43.2549934387207,UNCERTAIN,unclear if real station/site
overture:Estação Teleférica:-22.86741:-43.25516,Estação Teleférica,-22.867412567138672,-43.255157470703125,KEEP,"cable car station, notable public landmark"
overture:Estação Zona Norte Londres:-22.81190:-43.36744,Estação Zona Norte Londres,-22.81190490722656,-43.367435455322266,REJECT,real-estate development branding
overture:Estr. Do Morgado - Vargem Grande:-22.99248:-43.50927,Estr. Do Morgado - Vargem Grande,-22.992481231689453,-43.509273529052734,REJECT,street/address only
overture:Estrada Santa Maria:-22.88056:-43.58055,Estrada Santa Maria,-22.880563735961918,-43.5805549621582,REJECT,street name only
"overture:Estrada do Tijuaçu, Alto da Boa Vista:-22.97128:-43.28493","Estrada do Tijuaçu, Alto da Boa Vista",-22.971281051635746,-43.28492736816406,REJECT,street/address only
overture:Estrada do capenha 1130:-22.93289:-43.34952,Estrada do capenha 1130,-22.93289375305176,-43.34952163696289,REJECT,street address with number
overture:Estrada do colégio 77:-22.83863:-43.33469,Estrada do colégio 77,-22.8386344909668,-43.334693908691406,REJECT,street address with number
overture:Estrada do rio grande:-22.92309:-43.37437,Estrada do rio grande,-22.923093795776367,-43.37437057495117,REJECT,street name only
overture:Estrelas Full Condominium:-22.96902:-43.39185,Estrelas Full Condominium,-22.96902084350586,-43.391849517822266,REJECT,condo branding
overture:Euzébio Flamengo:-22.93734:-43.17529,Euzébio Flamengo,-22.937339782714844,-43.175289154052734,UNCERTAIN,"possibly bar/business, unclear"
overture:Evidence Península:-22.99100:-43.35051,Evidence Península,-22.991003036499023,-43.35050582885742,REJECT,real-estate development branding
overture:Ex-Combatentes:-22.88534:-43.25185,Ex-Combatentes,-22.88534164428711,-43.25185012817383,UNCERTAIN,possibly veterans monument or housing complex
overture:Exclusive Noronha:-22.89403:-43.09972,Exclusive Noronha,-22.894025802612305,-43.0997200012207,REJECT,condo/real-estate branding
overture:Explana Barra Bali:-23.00932:-43.43726,Explana Barra Bali,-23.009323120117188,-43.43726348876953,REJECT,real-estate development branding
overture:Fabux's House:-22.91601:-43.22738,Fabux's House,-22.91600608825684,-43.22737884521485,REJECT,personal home nickname
overture:Facile:-22.93683:-43.37168,Facile,-22.93682861328125,-43.371681213378906,REJECT,bare generic business name
overture:Favela da Barão:-22.89976:-43.35134,Favela da Barão,-22.899763107299805,-43.351341247558594,UNCERTAIN,possibly a named informal settlement
overture:Favelão:-22.97990:-43.21918,Favelão,-22.979900360107425,-43.219181060791016,REJECT,generic non-proper term
overture:Fazenda Atlântica:-22.89548:-43.57759,Fazenda Atlântica,-22.895477294921875,-43.57758712768555,UNCERTAIN,possibly historic farm or condo branding
overture:Fazenda Imperial de Santa Cruz:-22.91000:-43.68531,Fazenda Imperial de Santa Cruz,-22.91000366210937,-43.685306549072266,KEEP,historic imperial fazenda site
overture:Filomena nunes:-22.84080:-43.26330,Filomena nunes,-22.840803146362305,-43.26329803466797,REJECT,personal name artifact
overture:First Humaitá:-22.95315:-43.19634,First Humaitá,-22.953147888183597,-43.19634246826172,REJECT,real-estate development branding
overture:Five Lagoa:-22.96561:-43.20211,Five Lagoa,-22.96561050415039,-43.20211410522461,REJECT,real-estate development branding
overture:Floratta di Carmem:-22.90513:-43.10519,Floratta di Carmem,-22.905128479003903,-43.10518646240234,REJECT,condo/business branding
overture:Flyinguru:-22.99047:-43.25215,Flyinguru,-22.99047088623047,-43.25215148925781,REJECT,business (paragliding/flight tour company)
overture:Focus Tijuca:-22.91657:-43.22101,Focus Tijuca,-22.91657066345215,-43.22100830078125,REJECT,condo/development branding
overture:Font Vieille:-22.98942:-43.35288,Font Vieille,-22.989416122436523,-43.35288238525391,REJECT,condo with French aspirational name
overture:Fonte Wallace:-22.96992:-43.22438,Fonte Wallace,-22.969919204711918,-43.22438049316406,KEEP,real historic Wallace fountain in Tijuca Forest
overture:Fort Copacabana:-22.98618:-43.18653,Fort Copacabana,-22.986177444458008,-43.1865348815918,KEEP,"Forte de Copacabana, genuine historic fort"
"overture:Fortaleza De Sao João, Urca:-22.83379:-43.31466","Fortaleza De Sao João, Urca",-22.83379173278809,-43.31465911865234,KEEP,genuine historic fort in Urca
overture:Forte de Boa Viagem:-22.90933:-43.13053,Forte de Boa Viagem,-22.909330368041992,-43.13053131103516,KEEP,genuine historic fort in Niterói
overture:Foz do iguassu:-22.97759:-43.18835,Foz do iguassu,-22.97758674621582,-43.18835067749024,REJECT,"central Rio coords, clearly a business misnamed after Iguazu Falls"
overture:Fra Angelico:-22.90217:-43.11372,Fra Angelico,-22.902172088623047,-43.11371612548828,REJECT,likely a street name
overture:Francico Otaviano:-22.98661:-43.18995,Francico Otaviano,-22.98661422729492,-43.18994522094727,REJECT,street name
overture:Freedom - Barra da Tijuca:-22.96791:-43.39371,Freedom - Barra da Tijuca,-22.967905044555664,-43.39371490478516,REJECT,condo branding
overture:Freedom freguesia:-22.93663:-43.32677,Freedom freguesia,-22.93663024902344,-43.32676696777344,REJECT,condo branding
overture:Freguesia Tower:-22.94416:-43.33577,Freguesia Tower,-22.94415664672852,-43.33576583862305,REJECT,condo tower branding
"overture:Frei Luiz Alevato, 356:-22.93551:-43.36801","Frei Luiz Alevato, 356",-22.93550682067871,-43.368011474609375,REJECT,street address with number
overture:Frequesia:-22.93432:-43.33594,Frequesia,-22.934324264526367,-43.3359375,REJECT,bare (misspelled) neighborhood name
overture:Front Park:-22.93595:-43.57049,Front Park,-22.93595123291016,-43.57048797607422,REJECT,condo branding
overture:FrontLake Barra:-22.97269:-43.38174,FrontLake Barra,-22.97269058227539,-43.38174057006836,REJECT,condo branding
overture:Furnas da Tijuca:-22.97455:-43.28665,Furnas da Tijuca,-22.974552154541016,-43.28664779663086,KEEP,real natural rock formation/cave feature in Tijuca Forest
"overture:Furquim Mendes, Noroeste City:-22.80587:-43.31545","Furquim Mendes, Noroeste City",-22.80587387084961,-43.3154525756836,REJECT,street plus development name
overture:G.S.A - Guerreiros da Selva Airsoft:-22.94821:-43.25867,G.S.A - Guerreiros da Selva Airsoft,-22.948213577270508,-43.258670806884766,REJECT,airsoft business
overture:GOD of WAR:-22.86799:-43.36494,GOD of WAR,-22.86799049377441,-43.36494064331055,REJECT,nonsensical/business name reference
overture:GRAN Reserva Metropolitano:-22.95062:-43.38103,GRAN Reserva Metropolitano,-22.95062065124512,-43.38103485107422,REJECT,condo branding
overture:Gabinete Real:-22.90527:-43.17251,Gabinete Real,-22.9052734375,-43.17251205444336,UNCERTAIN,"possibly refers to famous Real Gabinete Português de Leitura, coords slightly off"
overture:Galeria San James:-22.96511:-43.18020,Galeria San James,-22.96510505676269,-43.1801986694336,REJECT,"shopping gallery, business"
overture:Galeão:-22.81166:-43.22783,Galeão,-22.81166076660156,-43.22782516479492,UNCERTAIN,"historic area name but primarily known as airport, no clear building"
overture:Garden Park:-22.92684:-43.25743,Garden Park,-22.926841735839844,-43.25742721557617,REJECT,condo branding
