id,name,lat,lon,scope
overture:Praça Olavo Bilac:-22.90348:-43.17994,Praça Olavo Bilac,-22.90347671508789,-43.179935455322266,CULTURAL
"overture:Praça Parada Modelo, Guapimirim:-22.90866:-43.16962","Praça Parada Modelo, Guapimirim",-22.908660888671875,-43.16961669921875,CULTURAL
overture:Praça Quincas Borba:-22.89028:-43.38562,Praça Quincas Borba,-22.890283584594727,-43.3856201171875,CULTURAL
overture:Praça Sans Penã Tijuca:-22.90474:-43.30188,Praça Sans Penã Tijuca,-22.90474319458008,-43.301876068115234,CULTURAL
overture:Praça São Salvador:-22.93660:-43.17743,Praça São Salvador,-22.936595916748047,-43.177433013916016,CULTURAL
overture:Praça da Boa Vista Santa Cruz:-22.92183:-43.69109,Praça da Boa Vista Santa Cruz,-22.921825408935547,-43.69108963012695,CULTURAL
overture:Praça da Vila Sāo Luiz:-22.77440:-43.29626,Praça da Vila Sāo Luiz,-22.77440452575684,-43.2962646484375,CULTURAL
overture:Praça do Brizolinha:-22.94445:-43.38548,Praça do Brizolinha,-22.94445037841797,-43.38547897338867,CULTURAL
overture:Praça do Country:-22.82648:-43.28630,Praça do Country,-22.82648277282715,-43.28629684448242,CULTURAL
overture:Praça do Coutry - Brás de Pina:-22.82366:-43.28691,Praça do Coutry - Brás de Pina,-22.82366180419922,-43.28691101074219,CULTURAL
overture:Praça do Eucalipto:-22.82845:-43.28601,Praça do Eucalipto,-22.828453063964844,-43.28600692749024,CULTURAL
overture:Praça dos Expedicionários:-22.90522:-43.17142,Praça dos Expedicionários,-22.905221939086918,-43.171424865722656,CULTURAL
overture:Prédio onde morou Renato Russo:-22.98179:-43.20839,Prédio onde morou Renato Russo,-22.98179244995117,-43.20838928222656,CULTURAL
overture:Píer da Pedra de Guaratiba:-23.00189:-43.64221,Píer da Pedra de Guaratiba,-23.001893997192383,-43.6422119140625,NOISE
overture:Quebra-Coco:-22.81357:-43.20931,Quebra-Coco,-22.81356811523437,-43.20930862426758,NOISE
overture:Rancho PAIOL:-22.97899:-43.68959,Rancho PAIOL,-22.978988647460938,-43.68959426879883,NOISE
overture:Raro Palacete Art Déco:-22.94629:-43.18512,Raro Palacete Art Déco,-22.9462947845459,-43.18512344360352,CULTURAL
overture:Reino do Brasil:-22.90000:-43.23333,Reino do Brasil,-22.90000343322754,-43.23333358764648,NOISE
overture:Relógio de Sol:-22.97040:-43.22451,Relógio de Sol,-22.970399856567383,-43.22451019287109,CULTURAL
overture:Relógio do Cacuia:-22.81206:-43.19179,Relógio do Cacuia,-22.812061309814453,-43.19178771972656,CULTURAL
overture:Represa do Ciganos:-22.92835:-43.29929,Represa do Ciganos,-22.9283504486084,-43.29928588867188,NATURAL
overture:Reserva Marapendi:-23.02057:-43.46424,Reserva Marapendi,-23.02057266235352,-43.46424102783203,NATURAL
overture:Reserva Mirataia:-22.93734:-43.36237,Reserva Mirataia,-22.93734359741211,-43.36237335205078,NATURAL
overture:Reserva Natura Camorim:-22.96956:-43.41856,Reserva Natura Camorim,-22.96956443786621,-43.41856384277344,NATURAL
overture:Reserva dos Pássaros:-22.94254:-43.33286,Reserva dos Pássaros,-22.942535400390625,-43.33285903930664,NATURAL
overture:Reservatorio do Morro do Ingles:-22.94438:-43.20243,Reservatorio do Morro do Ingles,-22.944381713867188,-43.20243453979492,NATURAL
overture:Restinga de Maricá:-22.91272:-43.20646,Restinga de Maricá,-22.9127197265625,-43.20646286010742,NATURAL
overture:Retiro da Serra:-22.81732:-43.30550,Retiro da Serra,-22.817323684692383,-43.30549621582031,NOISE
overture:Rio Andaraí:-22.92802:-43.25354,Rio Andaraí,-22.92802047729492,-43.253536224365234,NATURAL
overture:Rio Cabuçu Mirim:-22.91534:-43.55038,Rio Cabuçu Mirim,-22.915340423583984,-43.55038070678711,NATURAL
overture:Rio Cantagalo:-22.93671:-43.64215,Rio Cantagalo,-22.936710357666016,-43.64215087890625,NATURAL
overture:Rio Fortaleza:-22.92473:-43.30262,Rio Fortaleza,-22.92473030090332,-43.3026237487793,NATURAL
overture:Rio Itapuca:-23.03664:-43.55788,Rio Itapuca,-23.036640167236328,-43.55787658691406,NATURAL
overture:Rio Lucas:-22.81032:-43.29016,Rio Lucas,-22.810321807861328,-43.2901611328125,NATURAL
overture:Rio Nunes:-22.84915:-43.27156,Rio Nunes,-22.84915351867676,-43.27156066894531,NATURAL
overture:Rio Oceane:-22.86724:-43.56141,Rio Oceane,-22.86723518371582,-43.5614128112793,NATURAL
overture:Rio Sanatório:-22.85353:-43.35234,Rio Sanatório,-22.853530883789062,-43.35234069824219,NATURAL
overture:Rio São João de Meriti:-22.80155:-43.27391,Rio São João de Meriti,-22.801551818847656,-43.27390670776367,NATURAL
overture:Rio da Toca:-22.97475:-43.49572,Rio da Toca,-22.974750518798828,-43.495723724365234,NATURAL
overture:Rio do Açude:-22.96966:-43.28371,Rio do Açude,-22.96966361999512,-43.28371047973633,NATURAL
overture:Rio do Portinho:-23.04287:-43.57654,Rio do Portinho,-23.04287338256836,-43.576541900634766,NATURAL
overture:Rodoviária novo rio:-22.89869:-43.20827,Rodoviária novo rio,-22.8986930847168,-43.208274841308594,NOISE
overture:Rosário Fusco:-22.83445:-43.28806,Rosário Fusco,-22.83444595336914,-43.28805923461914,NOISE
overture:Sambódromo:-22.96419:-43.17361,Sambódromo,-22.964191436767575,-43.173606872558594,CULTURAL
overture:Santo Antônio da Prata:-22.76011:-43.40805,Santo Antônio da Prata,-22.76011276245117,-43.40804672241211,CULTURAL
overture:Santos Apóstolos:-22.90354:-43.11599,Santos Apóstolos,-22.90354347229004,-43.11598587036133,CULTURAL
overture:Sapo de Camará:-22.88437:-43.48724,Sapo de Camará,-22.884366989135746,-43.48723983764648,NATURAL
overture:Sapucaia:-22.90455:-43.19891,Sapucaia,-22.90454864501953,-43.19891357421875,CULTURAL
overture:Selaron Steps:-22.91553:-43.17966,Selaron Steps,-22.9155330657959,-43.17965698242188,CULTURAL
overture:Selva de Pedra:-22.98031:-43.21968,Selva de Pedra,-22.980314254760746,-43.21967697143555,NOISE
overture:Selvinha Bangu:-22.86323:-43.45798,Selvinha Bangu,-22.86322593688965,-43.45797729492188,NOISE
overture:Serra Grande-Santa Cruz Rj:-22.94054:-43.68299,Serra Grande-Santa Cruz Rj,-22.94053649902344,-43.68299102783203,NATURAL
overture:Serra do Grumari:-23.03345:-43.53566,Serra do Grumari,-23.0334529876709,-43.5356559753418,NATURAL
overture:Serra do Marapicu:-22.83246:-43.57906,Serra do Marapicu,-22.832460403442383,-43.579063415527344,NATURAL
overture:Serra do Vulcão / Serra Volcano:-22.85594:-43.45192,Serra do Vulcão / Serra Volcano,-22.855937957763672,-43.45192337036133,NATURAL
overture:Set Tom Jobim:-22.85189:-43.47499,Set Tom Jobim,-22.85188865661621,-43.47499084472656,NOISE
overture:Setor dos aliados:-22.87211:-43.36197,Setor dos aliados,-22.872108459472656,-43.36196517944336,NOISE
overture:Solar Belmonte:-22.95303:-43.18372,Solar Belmonte,-22.95302963256836,-43.1837158203125,CULTURAL
overture:Solar Clovis Bevilaqua:-22.92904:-43.23617,Solar Clovis Bevilaqua,-22.92904090881348,-43.23617172241211,CULTURAL
overture:Solar Príncipe João:-22.98317:-43.20773,Solar Príncipe João,-22.9831657409668,-43.20773315429688,CULTURAL
overture:Solar da Vila:-22.91721:-43.24416,Solar da Vila,-22.917207717895508,-43.2441635131836,CULTURAL
overture:Solar do Grajau':-22.91786:-43.26098,Solar do Grajau',-22.91786003112793,-43.26098251342773,CULTURAL
"overture:Sugar Loaf, Rio de Janeiro:-22.93300:-43.18311","Sugar Loaf, Rio de Janeiro",-22.93299674987793,-43.18310928344727,NATURAL
overture:Tancredo Martins Costa:-22.91287:-43.30024,Tancredo Martins Costa,-22.912872314453125,-43.30023956298828,NOISE
overture:Terraço Panorâmico:-22.91414:-43.16709,Terraço Panorâmico,-22.914140701293945,-43.167091369628906,NATURAL
overture:Tijolinho:-22.92196:-43.25212,Tijolinho,-22.921955108642575,-43.25212097167969,NOISE
overture:Torre Niemeyer:-23.00208:-43.32827,Torre Niemeyer,-23.00208282470703,-43.328269958496094,CULTURAL
overture:Trilha Morro da Babilônia -RJ:-22.94415:-43.38671,Trilha Morro da Babilônia -RJ,-22.944150924682617,-43.38671112060547,NATURAL
overture:Trilha da Pedra da Gavea:-23.00149:-43.30536,Trilha da Pedra da Gavea,-23.001487731933597,-43.30535888671875,NATURAL
overture:Viaduto Paulo De Frontin:-22.91563:-43.21008,Viaduto Paulo De Frontin,-22.91563034057617,-43.2100830078125,CULTURAL
overture:Viaduto de Todos os Santos:-22.89716:-43.28592,Viaduto de Todos os Santos,-22.897159576416016,-43.28591537475586,CULTURAL
overture:Vila Militar Dos Afonsos:-22.88626:-43.38008,Vila Militar Dos Afonsos,-22.88625717163086,-43.38007736206055,CULTURAL
overture:Vila Pan-Americana:-22.97304:-43.35803,Vila Pan-Americana,-22.97303581237793,-43.3580322265625,NOISE
overture:Vila do Pan:-22.97112:-43.35834,Vila do Pan,-22.97111701965332,-43.358341217041016,NOISE
overture:Vinlanda:-22.94279:-43.18159,Vinlanda,-22.94278717041016,-43.18159484863281,NOISE
overture:Visao do Morro:-22.77412:-43.43545,Visao do Morro,-22.774118423461918,-43.43545150756836,NATURAL
overture:Visto do Museu do Artes Comtemporary:-22.90372:-43.11696,Visto do Museu do Artes Comtemporary,-22.903715133666992,-43.11695861816406,CULTURAL
overture:complexo do orelha:-22.90834:-43.28859,complexo do orelha,-22.90833854675293,-43.28858947753906,NOISE
overture:paz de gandhi:-22.76870:-43.42830,paz de gandhi,-22.76870346069336,-43.42829895019531,NOISE
overture:Álvares de Azevedo:-22.90441:-43.10935,Álvares de Azevedo,-22.9044132232666,-43.10934829711914,NOISE
overture:Éden:-22.79090:-43.39051,Éden,-22.790903091430664,-43.390506744384766,NOISE
