id,name,lat,lon,category,scope,reason
overture:Villa Sole:-22.97076:-43.39176,Villa Sole,-22.97075843811035,-43.391761779785156,landmark_and_historical_building,NOISE,residential condo development name
overture:Villa Splendore:-22.89600:-43.28123,Villa Splendore,-22.89600372314453,-43.281227111816406,landmark_and_historical_building,NOISE,residential condo development name
overture:Villa Venturosa:-22.92133:-43.17584,Villa Venturosa,-22.92133331298828,-43.17584228515625,landmark_and_historical_building,NOISE,residential condo development name
overture:Villa Visconti:-22.95748:-43.19383,Villa Visconti,-22.957477569580078,-43.19382858276367,landmark_and_historical_building,NOISE,residential condo development name
overture:Villa messina:-22.97009:-43.39384,Villa messina,-22.970094680786133,-43.39384078979492,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Atlanta:-22.90571:-43.69640,Village Atlanta,-22.90570640563965,-43.69640350341797,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Boechat I:-22.87894:-43.36643,Village Boechat I,-22.878936767578125,-43.36642837524414,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Botanique:-22.93181:-43.32760,Village Botanique,-22.93181037902832,-43.327598571777344,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Caribe I:-22.90107:-43.35316,Village Caribe I,-22.901065826416016,-43.35316467285156,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Del Riposo:-22.92781:-43.38387,Village Del Riposo,-22.927806854248047,-43.38386917114258,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Firenze:-22.93606:-43.34565,Village Firenze,-22.93605613708496,-43.34564971923828,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Florença:-22.94021:-43.33207,Village Florença,-22.940210342407227,-43.332069396972656,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Freguesia Ilha do Governador:-22.78889:-43.17424,Village Freguesia Ilha do Governador,-22.788888931274414,-43.17424392700195,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Livorno:-22.93318:-43.33447,Village Livorno,-22.933181762695312,-43.33446502685547,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Park Itanhangá:-22.98495:-43.32963,Village Park Itanhangá,-22.984949111938477,-43.329627990722656,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Sao Conrado:-22.99536:-43.25636,Village Sao Conrado,-22.9953556060791,-43.2563591003418,landmark_and_historical_building,NOISE,residential condo development name
overture:Village São Bento:-22.90256:-43.10371,Village São Bento,-22.902557373046875,-43.10371398925781,landmark_and_historical_building,NOISE,residential condo development name
overture:Village Vip Jacarepaguá:-22.96641:-43.40888,Village Vip Jacarepaguá,-22.96640968322754,-43.40888214111328,landmark_and_historical_building,NOISE,residential condo development name
overture:Village de Ibiza:-22.90234:-43.35227,Village de Ibiza,-22.902339935302734,-43.352272033691406,landmark_and_historical_building,NOISE,residential condo development name
overture:Village do Maciço:-22.98157:-43.46297,Village do Maciço,-22.981565475463867,-43.46297073364258,landmark_and_historical_building,NOISE,residential condo development name
overture:Village do capenha:-22.93362:-43.35005,Village do capenha,-22.933618545532227,-43.35005187988281,landmark_and_historical_building,NOISE,residential condo development name
overture:Village du Parc:-22.90222:-43.10984,Village du Parc,-22.902217864990234,-43.109840393066406,landmark_and_historical_building,NOISE,residential condo development name
overture:Villagio Arboretto:-22.92335:-43.55127,Villagio Arboretto,-22.923351287841797,-43.551265716552734,landmark_and_historical_building,NOISE,residential condo development name
overture:Villagio Silvestre Condo Club:-22.86750:-43.54498,Villagio Silvestre Condo Club,-22.867502212524414,-43.544979095458984,landmark_and_historical_building,NOISE,explicitly a residential condo club
overture:Villagio do Campo I:-22.88621:-43.59780,Villagio do Campo I,-22.886205673217773,-43.59779739379883,landmark_and_historical_building,NOISE,residential condo development name
overture:Villas of Patativas:-22.88362:-43.62683,Villas of Patativas,-22.883621215820312,-43.626834869384766,landmark_and_historical_building,NOISE,residential condo development name
overture:Ville Roma:-22.93026:-43.38517,Ville Roma,-22.930259704589844,-43.38517379760742,landmark_and_historical_building,NOISE,residential condo development name
overture:Ville Verte Residências:-22.98265:-43.49634,Ville Verte Residências,-22.982646942138672,-43.496337890625,landmark_and_historical_building,NOISE,explicitly residential development
overture:Vinlanda:-22.94279:-43.18159,Vinlanda,-22.942787170410156,-43.18159484863281,landmark_and_historical_building,NOISE,"ambiguous single word, likely residential"
overture:Visao do Morro:-22.77412:-43.43545,Visao do Morro,-22.774118423461914,-43.43545150756836,landmark_and_historical_building,NOISE,ambiguous private/residential name referencing a hill
overture:Vista Chinesa:-22.97327:-43.24947,Vista Chinesa,-22.9732666015625,-43.249473571777344,landmark_and_historical_building,CULTURAL,historic Chinese pavilion/monument built 1903 at the overlook
overture:Vista Ipanema:-22.98573:-43.19954,Vista Ipanema,-22.985734939575195,-43.19953918457031,landmark_and_historical_building,NOISE,likely residential building name
overture:Visto do Museu do Artes Comtemporary:-22.90372:-43.11696,Visto do Museu do Artes Comtemporary,-22.903715133666992,-43.11695861816406,landmark_and_historical_building,NOISE,"mistagged viewpoint reference, not the museum itself"
overture:Vitale Flow:-22.83388:-43.32715,Vitale Flow,-22.833879470825195,-43.3271484375,landmark_and_historical_building,NOISE,residential/business development name
overture:Vitale On 2 quartos Rua Piaui. Perto do Norte Shopping:-22.89080:-43.63633,Vitale On 2 quartos Rua Piaui. Perto do Norte Shopping,-22.89080047607422,-43.63633346557617,landmark_and_historical_building,NOISE,real-estate listing text
overture:Vitta Green:-22.94041:-43.55691,Vitta Green,-22.940412521362305,-43.556907653808594,landmark_and_historical_building,NOISE,residential development name
overture:Viure - Ilha Pura:-22.98501:-43.41507,Viure - Ilha Pura,-22.985010147094727,-43.41506576538086,landmark_and_historical_building,NOISE,residential condo development name
overture:Viva Mais Engenho Novo:-22.89792:-43.26383,Viva Mais Engenho Novo,-22.897924423217773,-43.263832092285156,landmark_and_historical_building,NOISE,residential development name
overture:Viva Vida Zona Norte:-22.81182:-43.35501,Viva Vida Zona Norte,-22.81182289123535,-43.35501480102539,landmark_and_historical_building,NOISE,residential development name
overture:Viva Vida Zona Oeste:-22.94066:-43.66294,Viva Vida Zona Oeste,-22.940658569335938,-43.662940979003906,landmark_and_historical_building,NOISE,residential development name
overture:Vivaz Andaraí:-22.92799:-43.25192,Vivaz Andaraí,-22.92798614501953,-43.251922607421875,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivaz Bandeirantes:-22.96607:-43.40985,Vivaz Bandeirantes,-22.966073989868164,-43.409854888916016,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivaz Prime Zona Norte:-22.89080:-43.29284,Vivaz Prime Zona Norte,-22.89080238342285,-43.292842864990234,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivaz Ramos:-22.85353:-43.25689,Vivaz Ramos,-22.853534698486328,-43.25688552856445,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivaz São Cristóvão:-22.89007:-43.22602,Vivaz São Cristóvão,-22.890073776245117,-43.22602081298828,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivenda das Coleirinhas:-22.88348:-43.62845,Vivenda das Coleirinhas,-22.883481979370117,-43.628448486328125,landmark_and_historical_building,NOISE,residential development name
overture:Vivendas 3200:-23.01061:-43.32736,Vivendas 3200,-23.01061248779297,-43.32735824584961,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas Cassia Furtado:-22.78039:-43.40635,Vivendas Cassia Furtado,-22.7803897857666,-43.40635299682617,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas Da Serra. Freguesia:-22.93374:-43.32940,Vivendas Da Serra. Freguesia,-22.93373680114746,-43.32939529418945,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas Do Bosque:-22.99772:-43.37958,Vivendas Do Bosque,-22.997722625732422,-43.37957763671875,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas Do Paraíso:-22.92037:-43.69986,Vivendas Do Paraíso,-22.92037010192871,-43.69985580444336,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas Luís Felipe:-22.81912:-43.42636,Vivendas Luís Felipe,-22.819120407104492,-43.426361083984375,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas da Colina:-22.77441:-43.43179,Vivendas da Colina,-22.77440643310547,-43.431785583496094,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas da Freguesia:-22.94281:-43.33365,Vivendas da Freguesia,-22.942806243896484,-43.333648681640625,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas de Sagres:-22.94140:-43.57578,Vivendas de Sagres,-22.941404342651367,-43.575775146484375,landmark_and_historical_building,NOISE,residential condo development name
overture:Vivendas do Imperador:-22.81231:-43.42480,Vivendas do Imperador,-22.812307357788086,-43.42479705810547,landmark_and_historical_building,NOISE,residential condo development name
overture:Viver Bem RJ:-22.89687:-43.20303,Viver Bem RJ,-22.896873474121094,-43.203033447265625,landmark_and_historical_building,NOISE,residential development name
overture:Viver Mais Campo Grande:-22.89561:-43.54953,Viver Mais Campo Grande,-22.895612716674805,-43.54952621459961,landmark_and_historical_building,NOISE,residential development name
overture:Volp 40:-22.95061:-43.18331,Volp 40,-22.950613021850586,-43.18330764770508,landmark_and_historical_building,NOISE,"ambiguous name, no clear cultural referent"
overture:WCA Elétrica:-22.81135:-43.36472,WCA Elétrica,-22.81134605407715,-43.364715576171875,landmark_and_historical_building,NOISE,private electrical shop
overture:Wave by Yoo:-23.01035:-43.33107,Wave by Yoo,-23.01034927368164,-43.33107376098633,landmark_and_historical_building,NOISE,branded residential development
overture:WayCondo:-22.90398:-43.17523,WayCondo,-22.903976440429688,-43.175228118896484,landmark_and_historical_building,NOISE,explicitly a condominium
overture:Weekend:-23.00920:-43.34246,Weekend,-23.009199142456055,-43.342464447021484,landmark_and_historical_building,NOISE,"ambiguous single word, no clear referent"
overture:Wimbledon Park:-23.00150:-43.34663,Wimbledon Park,-23.001502990722656,-43.34663391113281,landmark_and_historical_building,NOISE,residential development name
overture:Xmgpfshop02:-22.91168:-43.56015,Xmgpfshop02,-22.91167640686035,-43.56014633178711,landmark_and_historical_building,NOISE,generic shop
overture:Zoifer:-22.99751:-43.34825,Zoifer,-22.997512817382812,-43.34824752807617,landmark_and_historical_building,NOISE,"ambiguous single word, no clear referent"
overture:avenida santa cruz:-22.88283:-43.48829,avenida santa cruz,-22.882829666137695,-43.488285064697266,landmark_and_historical_building,NOISE,bare street name/address
overture:campo grande:-22.92714:-43.56147,campo grande,-22.927143096923828,-43.561466217041016,landmark_and_historical_building,NOISE,"generic district name, not a distinct site"
overture:complexo do orelha:-22.90834:-43.28859,complexo do orelha,-22.90833854675293,-43.28858947753906,landmark_and_historical_building,NOISE,ambiguous informal complex name
overture:condominium of acacias:-22.85035:-43.48206,condominium of acacias,-22.850345611572266,-43.482059478759766,landmark_and_historical_building,NOISE,explicitly a condominium
overture:conjunto maravilha:-22.92319:-43.54715,conjunto maravilha,-22.923192977905273,-43.54715347290039,landmark_and_historical_building,NOISE,residential housing complex
overture:edifício solar barão de minas:-22.97336:-43.18705,edifício solar barão de minas,-22.973358154296875,-43.18704605102539,landmark_and_historical_building,NOISE,"generic apartment building, no documented heritage status"
overture:freguesia:-22.78916:-43.16984,freguesia,-22.78915786743164,-43.16984176635742,landmark_and_historical_building,NOISE,"generic neighborhood name, not a distinct site"
overture:jardim palmares:-22.88631:-43.63909,jardim palmares,-22.886308670043945,-43.63908767700195,landmark_and_historical_building,NOISE,residential garden development name
overture:lar doce lar:-22.83553:-43.30171,lar doce lar,-22.835529327392578,-43.30170822143555,landmark_and_historical_building,NOISE,personal home nickname
overture:largo do Pelourinho Salvador Bahia:-22.78225:-43.31718,largo do Pelourinho Salvador Bahia,-22.78224754333496,-43.31718444824219,landmark_and_historical_building,NOISE,"name references Salvador's plaza, mistagged/themed business in Rio, not the real site"
overture:nova holanda:-22.85535:-43.24160,nova holanda,-22.8553466796875,-43.24159622192383,landmark_and_historical_building,NOISE,"favela/community neighborhood name, not a distinct built heritage site"
overture:paz de gandhi:-22.76870:-43.42830,paz de gandhi,-22.76870346069336,-43.42829895019531,landmark_and_historical_building,NOISE,"ambiguous phrase, no clear monument referent"
overture:rua anchieta:-22.96257:-43.17033,rua anchieta,-22.962570190429688,-43.17033004760742,landmark_and_historical_building,NOISE,bare street name
overture:rua hanibal porto:-22.82286:-43.32452,rua hanibal porto,-22.822860717773438,-43.32451629638672,landmark_and_historical_building,NOISE,bare street name
overture:rua maués:-22.83698:-43.31528,rua maués,-22.83698272705078,-43.315277099609375,landmark_and_historical_building,NOISE,bare street name
overture:Álvares de Azevedo:-22.90441:-43.10935,Álvares de Azevedo,-22.9044132232666,-43.10934829711914,landmark_and_historical_building,NOISE,"ambiguous named reference, no distinct site indicated"
overture:Área 5:-22.86693:-43.27944,Área 5,-22.866933822631836,-43.27943801879883,landmark_and_historical_building,NOISE,ambiguous generic label
overture:Éden:-22.79090:-43.39051,Éden,-22.790903091430664,-43.390506744384766,landmark_and_historical_building,NOISE,"ambiguous single word, no clear referent"
overture:Ícono Parque Residências:-22.90727:-43.59574,Ícono Parque Residências,-22.907268524169922,-43.595741271972656,landmark_and_historical_building,NOISE,explicitly a residential development
overture:Жардим Ботанико (исторический район Рио-де-Жанейро):-22.96667:-43.21667,Жардим Ботанико (исторический район Рио-де-Жанейро),-22.96666717529297,-43.21666717529297,landmark_and_historical_building,CULTURAL,Jardim Botânico historic district of Rio de Janeiro
overture:ซ่องโสเภณี:-22.83690:-43.34880,ซ่องโสเภณี,-22.83690071105957,-43.34880065917969,landmark_and_historical_building,NOISE,"private business (brothel), not a cultural site"
overture:360k Estudio:-22.90881:-43.10421,360k Estudio,-22.908809661865234,-43.104209899902344,topic_concert_venue,NOISE,private studio business
overture:A CASA De Prata:-22.89581:-43.47287,A CASA De Prata,-22.89580726623535,-43.472869873046875,topic_concert_venue,NOISE,ambiguous private venue/business name
overture:A Casa Índigo:-22.93818:-43.19796,A Casa Índigo,-22.938180923461914,-43.19796371459961,topic_concert_venue,NOISE,ambiguous private venue/business name
overture:A Festa:-22.85725:-43.25740,A Festa,-22.857250213623047,-43.25740051269531,topic_concert_venue,NOISE,"generic ""the party"" label, no clear referent"
overture:A boa do Rio:-22.89655:-43.18649,A boa do Rio,-22.896554946899414,-43.186485290527344,topic_concert_venue,NOISE,"ambiguous slang phrase, no clear referent"
overture:AMAJU Espaço Eventos:-22.84432:-43.32159,AMAJU Espaço Eventos,-22.84432029724121,-43.32158660888672,topic_concert_venue,NOISE,private event rental space
overture:AMOR:-22.92762:-43.22968,AMOR,-22.927616119384766,-43.22967529296875,topic_concert_venue,NOISE,"single word, no clear referent"
overture:AO VIVO:-22.81140:-43.43354,AO VIVO,-22.811403274536133,-43.433536529541016,topic_concert_venue,NOISE,"ambiguous phrase, no clear referent"
overture:ARES Casa do Marinheiro:-22.82927:-43.26864,ARES Casa do Marinheiro,-22.829267501831055,-43.268638610839844,topic_concert_venue,NOISE,ambiguous private business name
overture:ATO       Paulo Denizot:-22.91773:-43.17817,ATO       Paulo Denizot,-22.9177303314209,-43.17817306518555,topic_concert_venue,NOISE,"ambiguous name, no clear referent"
overture:Aabb Campos:-22.88784:-43.46648,Aabb Campos,-22.887840270996094,-43.46647644042969,topic_concert_venue,NOISE,"private social/sports club, no heritage standing"
overture:Abadá Capoeira Anchieta-Rj:-22.83583:-43.41029,Abadá Capoeira Anchieta-Rj,-22.835832595825195,-43.4102897644043,topic_concert_venue,NOISE,private capoeira training franchise
overture:Academicos do Engenho da Rainha:-22.87096:-43.29536,Academicos do Engenho da Rainha,-22.87095832824707,-43.29536437988281,topic_concert_venue,CULTURAL,notable Rio samba school with real historical standing
overture:Ae Galera E Pra Todo Mundo Descer Para O Complexo Esportivo Da Rocinha:-22.98082:-43.19739,Ae Galera E Pra Todo Mundo Descer Para O Complexo Esportivo Da Rocinha,-22.98082160949707,-43.1973876953125,topic_concert_venue,NOISE,informal slang tag for a sports complex
overture:Afoxé Filhos de Gandhi RJ:-22.89927:-43.18775,Afoxé Filhos de Gandhi RJ,-22.899267196655273,-43.187747955322266,topic_concert_venue,NOISE,"local carnival group, not a documented physical heritage site"
overture:Agape Eventos:-22.88491:-43.54270,Agape Eventos,-22.884912490844727,-43.54269790649414,topic_concert_venue,NOISE,private event rental space
overture:Aidê Casa De Festas:-22.83626:-43.35789,Aidê Casa De Festas,-22.836261749267578,-43.35789108276367,topic_concert_venue,NOISE,private party rental hall
overture:Alameda do recreio:-23.01962:-43.47137,Alameda do recreio,-23.019622802734375,-43.47136688232422,topic_concert_venue,NOISE,generic street name
overture:Alegria Total Espaço Para Eventos:-22.85446:-43.76339,Alegria Total Espaço Para Eventos,-22.85445785522461,-43.763389587402344,topic_concert_venue,NOISE,private event rental space
overture:Alegria do Céu - Espaço para festas e eventos:-22.92945:-43.33197,Alegria do Céu - Espaço para festas e eventos,-22.929452896118164,-43.33197021484375,topic_concert_venue,NOISE,private event rental space
overture:Alto Jardim:-22.76515:-43.33631,Alto Jardim,-22.765148162841797,-43.33631134033203,topic_concert_venue,NOISE,ambiguous residential-sounding name
overture:Alto da Colina Festas e Eventos:-22.90184:-43.30735,Alto da Colina Festas e Eventos,-22.901840209960938,-43.307350158691406,topic_concert_venue,NOISE,private event rental space
overture:Amigos sobre as ondas:-22.89942:-43.30616,Amigos sobre as ondas,-22.899423599243164,-43.306156158447266,topic_concert_venue,NOISE,ambiguous informal group name
overture:Amor de Verão Rj:-22.84347:-43.29874,Amor de Verão Rj,-22.843473434448242,-43.298736572265625,topic_concert_venue,NOISE,ambiguous business/venue name
overture:Amor em Dirigir:-22.90335:-43.18330,Amor em Dirigir,-22.903352737426758,-43.18329620361328,topic_concert_venue,NOISE,likely driving school business
overture:Andrade eventos - Salão de festas:-22.89065:-43.47210,Andrade eventos - Salão de festas,-22.89064598083496,-43.47209548950195,topic_concert_venue,NOISE,explicitly a party rental hall
overture:Anime Nikity Evento:-22.89769:-43.12406,Anime Nikity Evento,-22.897693634033203,-43.124061584472656,topic_concert_venue,NOISE,private event business
overture:Aprazivel 55:-22.92261:-43.18731,Aprazivel 55,-22.9226131439209,-43.187313079833984,topic_concert_venue,NOISE,likely private restaurant/venue
overture:Aquarela Festas:-22.78562:-43.57173,Aquarela Festas,-22.78561782836914,-43.57173156738281,topic_concert_venue,NOISE,private party rental business
overture:Arco-irís Festas e decoração:-22.75891:-43.40369,Arco-irís Festas e decoração,-22.7589054107666,-43.4036865234375,topic_concert_venue,NOISE,private party decoration business
overture:Arena 10 e meio # Top10:-22.98257:-43.46515,Arena 10 e meio # Top10,-22.982568740844727,-43.46514892578125,topic_concert_venue,NOISE,private sports arena business
overture:Arena Brahma Copa:-22.96560:-43.17443,Arena Brahma Copa,-22.96560287475586,-43.1744270324707,topic_concert_venue,NOISE,branded/sponsored sports arena business
overture:Arena Braço Forte:-22.75820:-43.40704,Arena Braço Forte,-22.758195877075195,-43.407039642333984,topic_concert_venue,NOISE,private sports arena business
overture:Arena Campinho Eventos:-22.88158:-43.61782,Arena Campinho Eventos,-22.881580352783203,-43.617820739746094,topic_concert_venue,NOISE,private event business
overture:Arena Cantareira:-22.89926:-43.13089,Arena Cantareira,-22.899255752563477,-43.13089370727539,topic_concert_venue,NOISE,private sports arena business
overture:Arena Cultural Fernando Torres:-22.83115:-43.38387,Arena Cultural Fernando Torres,-22.831148147583008,-43.383872985839844,topic_concert_venue,NOISE,"small private venue, no documented public programming"
overture:Arena Da Bola:-22.81891:-43.31127,Arena Da Bola,-22.818910598754883,-43.31127166748047,topic_concert_venue,NOISE,private sports/futsal business
overture:Arena Estudio:-22.95659:-43.18257,Arena Estudio,-22.956586837768555,-43.18257141113281,topic_concert_venue,NOISE,private studio business
overture:Arena Festa F.C.:-22.89186:-43.34827,Arena Festa F.C.,-22.891860961914062,-43.348270416259766,topic_concert_venue,NOISE,private sports/party business
overture:Arena Gardênia:-22.96144:-43.35100,Arena Gardênia,-22.961442947387695,-43.35100173950195,topic_concert_venue,NOISE,private sports arena business
overture:Arena Mato Alto:-22.89994:-43.34251,Arena Mato Alto,-22.899940490722656,-43.342506408691406,topic_concert_venue,NOISE,private sports arena business
overture:Arena Monte Líbano:-22.88251:-43.59726,Arena Monte Líbano,-22.882505416870117,-43.597259521484375,topic_concert_venue,NOISE,"private social club, no heritage standing"
overture:Arena Music:-23.00422:-43.31361,Arena Music,-23.004222869873047,-43.3136100769043,topic_concert_venue,NOISE,private music venue business
overture:Arena Padre Miguel:-22.88748:-43.44458,Arena Padre Miguel,-22.887481689453125,-43.444583892822266,topic_concert_venue,NOISE,private sports arena business
overture:Arena Park Madureira:-22.87045:-43.44733,Arena Park Madureira,-22.870447158813477,-43.44732666015625,topic_concert_venue,NOISE,private sports arena business
overture:Arena show de bola:-22.75313:-43.36171,Arena show de bola,-22.75313377380371,-43.36170959472656,topic_concert_venue,NOISE,private sports business
overture:Armazem Paraiba:-23.00297:-43.31734,Armazem Paraiba,-23.002973556518555,-43.317344665527344,topic_concert_venue,NOISE,"likely a store, no documented heritage status"
overture:Arraiá D'Ajuda:-22.76242:-43.46527,Arraiá D'Ajuda,-22.762422561645508,-43.465267181396484,topic_concert_venue,NOISE,private festival/party venue business
overture:Associação Gardenia Azul:-22.95942:-43.35275,Associação Gardenia Azul,-22.95941925048828,-43.352745056152344,topic_concert_venue,NOISE,generic residents association
overture:Associação de Surf da Rocinha - A.S.R:-22.98199:-43.24094,Associação de Surf da Rocinha - A.S.R,-22.98199462890625,-43.24094009399414,topic_concert_venue,NOISE,"sports association, not cultural heritage"
overture:Auditório Gustavo Dutra (Gustavão):-22.76621:-43.64339,Auditório Gustavo Dutra (Gustavão),-22.766210556030273,-43.64338684082031,topic_concert_venue,CULTURAL,named public auditorium hosting cultural events
overture:Auguri - Casa de Festas:-22.89215:-43.29549,Auguri - Casa de Festas,-22.89215087890625,-43.29548645019531,topic_concert_venue,NOISE,explicitly a party rental house
overture:BAILE DA VILA Operaria:-22.78737:-43.29506,BAILE DA VILA Operaria,-22.78737449645996,-43.2950553894043,topic_concert_venue,NOISE,"informal neighborhood dance/party event, not a distinct site"
overture:BAIXO Taquara:-22.93542:-43.37892,BAIXO Taquara,-22.935422897338867,-43.37892150878906,topic_concert_venue,NOISE,informal neighborhood nightlife nickname
overture:BLOCO Pirlim-Pim-Pim:-22.79137:-43.32521,BLOCO Pirlim-Pim-Pim,-22.791372299194336,-43.3252067565918,topic_concert_venue,NOISE,"informal carnival street block, not a heritage site"
overture:BOHO a Festa:-22.90978:-43.19996,BOHO a Festa,-22.909780502319336,-43.1999626159668,topic_concert_venue,NOISE,private party venue business
overture:Back to 2000:-22.91449:-43.18333,Back to 2000,-22.914493560791016,-43.18333053588867,topic_concert_venue,NOISE,ambiguous private bar/party venue
overture:Back2Black:-22.90779:-43.21045,Back2Black,-22.907785415649414,-43.21044921875,topic_concert_venue,NOISE,ambiguous private bar/business
overture:Bagunça:-23.01133:-43.32296,Bagunça,-23.011333465576172,-43.32296371459961,topic_concert_venue,NOISE,ambiguous private venue name
overture:Baile  da  Providencia:-22.89989:-43.19316,Baile  da  Providencia,-22.89989471435547,-43.19315719604492,topic_concert_venue,NOISE,"informal funk party event, not a distinct heritage site"
overture:Baile Da Provi Centro da Cidade:-22.89934:-43.19802,Baile Da Provi Centro da Cidade,-22.89933967590332,-43.198020935058594,topic_concert_venue,NOISE,informal funk party event
overture:Baile da Preta:-22.98054:-43.21559,Baile da Preta,-22.980539321899414,-43.2155876159668,topic_concert_venue,NOISE,informal funk party event
overture:Baile da Santinha:-22.83989:-43.30468,Baile da Santinha,-22.839893341064453,-43.3046760559082,topic_concert_venue,NOISE,informal funk party event
overture:Baile do Parque União:-22.85081:-43.24517,Baile do Parque União,-22.850811004638672,-43.245174407958984,topic_concert_venue,NOISE,informal funk party event
overture:Baile do Zé:-22.95100:-43.35445,Baile do Zé,-22.950998306274414,-43.35445022583008,topic_concert_venue,NOISE,informal funk party event
overture:Bairro Celina:-22.89601:-43.59513,Bairro Celina,-22.896005630493164,-43.59513473510742,topic_concert_venue,NOISE,generic residential neighborhood name
overture:Bairro São Cristóvão - RJ:-22.90077:-43.21835,Bairro São Cristóvão - RJ,-22.900772094726562,-43.218345642089844,topic_concert_venue,NOISE,"generic neighborhood reference, not a distinct site"
overture:Balada Prime:-22.84047:-43.31356,Balada Prime,-22.840473175048828,-43.31355667114258,topic_concert_venue,NOISE,private nightclub business
overture:Ballroom Alto:-22.95430:-43.26263,Ballroom Alto,-22.954301834106445,-43.262630462646484,topic_concert_venue,NOISE,private nightclub/venue business
overture:Banca Do Blues:-22.91216:-43.17501,Banca Do Blues,-22.912155151367188,-43.17500686645508,topic_concert_venue,NOISE,private bar/shop business
overture:Banda Foliões da Saenz Peña:-22.92511:-43.23214,Banda Foliões da Saenz Peña,-22.925113677978516,-43.23214340209961,topic_concert_venue,NOISE,"informal carnival band, not a physical heritage site"
overture:Banda da Saens-Peña:-22.92805:-43.23142,Banda da Saens-Peña,-22.92804718017578,-43.23141860961914,topic_concert_venue,NOISE,"informal carnival band, not a physical heritage site"
overture:Bar Senarium Lapa:-22.90826:-43.18401,Bar Senarium Lapa,-22.90826416015625,-43.18400573730469,topic_concert_venue,NOISE,private bar business
overture:Bar da Mangueira:-22.83370:-43.40539,Bar da Mangueira,-22.83370018005371,-43.405391693115234,topic_concert_venue,NOISE,private bar business
overture:Barra Azul - Casa de Festas:-22.75431:-43.40990,Barra Azul - Casa de Festas,-22.754310607910156,-43.4099006652832,topic_concert_venue,NOISE,explicitly a party rental house
overture:Barracao do Pagode:-22.77668:-43.30249,Barracao do Pagode,-22.77667808532715,-43.302486419677734,topic_concert_venue,NOISE,"informal music venue, not documented heritage"
overture:Barracão da Unidos do Viradouro:-22.89993:-43.20647,Barracão da Unidos do Viradouro,-22.899932861328125,-43.20647048950195,topic_concert_venue,CULTURAL,headquarters of a notable Rio samba school with historical standing
overture:Barretos SALAO Festas:-22.74995:-43.30120,Barretos SALAO Festas,-22.74994659423828,-43.30119705200195,topic_concert_venue,NOISE,explicitly a party rental hall
overture:Bartequim:-22.90421:-43.29544,Bartequim,-22.904207229614258,-43.295440673828125,topic_concert_venue,NOISE,private bar business
overture:Batalha Do Pontilhão:-22.92585:-43.36865,Batalha Do Pontilhão,-22.925846099853516,-43.368648529052734,topic_concert_venue,NOISE,"informal funk party/battle spot, not a documented historic site"
overture:Batuke De Batom:-22.82589:-43.16941,Batuke De Batom,-22.82588768005371,-43.16940689086914,topic_concert_venue,NOISE,informal party/event name
overture:Bear Nation:-22.91288:-43.18534,Bear Nation,-22.91288185119629,-43.18534469604492,topic_concert_venue,NOISE,private bar/club business
overture:Bellart Eventos:-22.89225:-43.32156,Bellart Eventos,-22.892248153686523,-43.321563720703125,topic_concert_venue,NOISE,private event rental business
overture:Bemi.eventos:-22.88662:-43.46556,Bemi.eventos,-22.88662338256836,-43.46556091308594,topic_concert_venue,NOISE,generic events-business name
overture:Bendito Domingo:-22.91366:-43.17235,Bendito Domingo,-22.913660049438477,-43.1723518371582,topic_concert_venue,NOISE,"ambiguous name, no clear cultural referent"
overture:BetsFests:-22.84434:-43.29898,BetsFests,-22.844343185424805,-43.298980712890625,topic_concert_venue,NOISE,private events business
overture:Big Fest Salão de Festas:-22.92858:-43.56179,Big Fest Salão de Festas,-22.9285831451416,-43.561790466308594,topic_concert_venue,NOISE,party-rental hall
overture:Bilac fest house:-22.76551:-43.32711,Bilac fest house,-22.76551055908203,-43.327110290527344,topic_concert_venue,NOISE,private fest-house business
overture:Biologic:-22.92439:-43.29122,Biologic,-22.92439079284668,-43.291221618652344,topic_concert_venue,NOISE,ambiguous business name
overture:BisPark:-22.78042:-43.56053,BisPark,-22.780420303344727,-43.56053161621094,topic_concert_venue,NOISE,parking/business
